	chr	pos	height	start	end
105	1.0	23511000.0	2.634915566831802e-05	23463000.0	23559000.0
106	1.0	23714000.0	4.021488612153158e-06	23676000.0	23756000.0
107	1.0	23898000.0	7.750993901828444e-06	23865000.0	23929000.0
108	1.0	24335000.0	2.0960065860173122e-05	24288000.0	24384000.0
109	1.0	24613000.0	2.770360481796688e-06	24579000.0	24650000.0
110	1.0	25036000.0	1.5366149612263816e-05	24970000.0	25108000.0
111	1.0	25523000.0	1.030640219268788e-06	25508000.0	25554000.0
112	1.0	25722000.0	3.8889878585797705e-06	25686000.0	25741000.0
113	1.0	25866000.0	5.565214010578776e-07	25848000.0	25889000.0
114	1.0	26214000.0	1.1966674507478902e-05	26173000.0	26268000.0
115	1.0	26327000.0	1.4646372137575817e-06	26297000.0	26360000.0
116	1.0	26710000.0	9.454521773807434e-07	26628000.0	26744000.0
117	1.0	26823000.0	7.395357746734531e-06	26781000.0	26869000.0
118	1.0	27013000.0	2.552840846969128e-06	26992000.0	27035000.0
119	1.0	27218000.0	2.285086110681581e-06	27125000.0	27276000.0
120	1.0	27333000.0	1.3223919020797783e-06	27302000.0	27355000.0
121	1.0	27676000.0	4.080267664637309e-06	27638000.0	27723000.0
122	1.0	27836000.0	1.4615552967160085e-05	27797000.0	27873000.0
123	1.0	27945000.0	2.1129017341835238e-10	27943000.0	27946000.0
124	1.0	28080000.0	1.70868330934945e-07	28069000.0	28096000.0
125	1.0	28188000.0	7.833438949024458e-06	28155000.0	28267000.0
126	1.0	28442000.0	1.3884027871556827e-06	28418000.0	28470000.0
127	1.0	28578000.0	2.7492845852701416e-06	28549000.0	28602000.0
128	1.0	28674000.0	4.4643484070659234e-06	28640000.0	28708000.0
129	1.0	29054000.0	2.3388497160698293e-06	28840000.0	29080000.0
130	1.0	29216000.0	2.307995908638463e-06	29188000.0	29246000.0
131	1.0	29471000.0	8.161646624183748e-06	29420000.0	29615000.0
132	1.0	30069000.0	8.619168759650805e-06	30051000.0	30106000.0
133	1.0	30194000.0	2.5436904661759053e-06	30159000.0	30228000.0
134	1.0	30256000.0	1.0800267161941304e-07	30244000.0	30280000.0
135	1.0	31087000.0	2.9960994622383475e-08	31078000.0	31101000.0
136	1.0	31281000.0	1.2993843901650608e-05	31148000.0	31317000.0
137	1.0	31390000.0	2.722559917903522e-07	31373000.0	31405000.0
138	1.0	31555000.0	3.384447641443425e-06	31529000.0	31587000.0
139	1.0	31640000.0	1.7137479417657304e-06	31597000.0	31674000.0
140	1.0	31873000.0	3.0568809228157422e-06	31846000.0	31898000.0
141	1.0	32032000.0	2.9685425747585466e-08	32027000.0	32039000.0
142	1.0	32161000.0	1.238721625330867e-05	32113000.0	32227000.0
143	1.0	32415000.0	2.089568038905795e-06	32391000.0	32507000.0
144	1.0	32565000.0	2.0362150078680656e-06	32545000.0	32594000.0
145	1.0	32822000.0	2.761075275235222e-06	32780000.0	32869000.0
146	1.0	33188000.0	2.0733085049256106e-05	33138000.0	33229000.0
147	1.0	33438000.0	1.995533733765664e-06	33409000.0	33459000.0
148	1.0	33536000.0	1.1470906242711233e-05	33497000.0	33580000.0
149	1.0	33756000.0	8.194117739396332e-08	33750000.0	33762000.0
150	1.0	33921000.0	4.69866144552937e-05	33877000.0	33966000.0
151	1.0	34117000.0	1.578066385694158e-07	34096000.0	34140000.0
152	1.0	34167000.0	2.767102007495561e-08	34157000.0	34180000.0
153	1.0	34604000.0	1.9769188256002607e-07	34592000.0	34622000.0
154	1.0	34630000.0	4.883680133257016e-08	34625000.0	34652000.0
155	1.0	34714000.0	3.532911396534819e-08	34702000.0	34718000.0
156	1.0	35051000.0	9.315021850550665e-07	35034000.0	35067000.0
157	1.0	35221000.0	4.987656893183452e-07	35186000.0	35230000.0
158	1.0	35370000.0	2.5214256036308443e-08	35364000.0	35382000.0
159	1.0	35517000.0	1.9740211756765413e-05	35476000.0	35558000.0
160	1.0	35671000.0	1.0361596789567574e-05	35641000.0	35762000.0
161	1.0	36030000.0	1.0497906130270026e-05	35986000.0	36074000.0
162	1.0	36260000.0	1.1235141185245297e-06	36227000.0	36291000.0
163	1.0	36336000.0	7.273590187498089e-08	36316000.0	36353000.0
164	1.0	36597000.0	5.03029173093765e-06	36533000.0	36702000.0
165	1.0	36884000.0	1.5258458329455364e-05	36834000.0	36951000.0
166	1.0	37077000.0	3.8388605309335114e-07	37056000.0	37104000.0
167	1.0	37172000.0	1.411668741150379e-08	37166000.0	37177000.0
168	1.0	37285000.0	4.919451467496069e-08	37268000.0	37296000.0
169	1.0	37910000.0	1.723507043135215e-06	37880000.0	37933000.0
170	1.0	37999000.0	1.4503934388821721e-05	37952000.0	38071000.0
171	1.0	38343000.0	2.43896935203357e-08	38333000.0	38350000.0
172	1.0	38417000.0	1.4050505838743812e-05	38361000.0	38612000.0
173	1.0	39415000.0	2.3129702847014287e-06	39349000.0	39480000.0
174	1.0	39564000.0	2.2730210747443006e-05	39522000.0	39619000.0
175	1.0	39982000.0	4.520664633982576e-06	39959000.0	40071000.0
176	1.0	40360000.0	6.06653461963331e-06	40327000.0	40395000.0
177	1.0	40489000.0	4.472337826662267e-06	40459000.0	40515000.0
178	1.0	40612000.0	2.7062781985629463e-07	40596000.0	40629000.0
179	1.0	40717000.0	1.3040475729162604e-05	40683000.0	40833000.0
180	1.0	41143000.0	9.118455416488531e-07	41125000.0	41165000.0
181	1.0	41259000.0	3.467710468017565e-07	41249000.0	41271000.0
182	1.0	41348000.0	2.9111724291715576e-06	41320000.0	41382000.0
183	1.0	41437000.0	1.579159265870035e-05	41392000.0	41471000.0
184	1.0	41571000.0	5.573947005244366e-07	41556000.0	41584000.0
185	1.0	41702000.0	5.2410591101352294e-06	41671000.0	41738000.0
186	1.0	41952000.0	7.02394457798538e-06	41902000.0	41998000.0
187	1.0	42138000.0	3.685868918196853e-06	42109000.0	42174000.0
188	1.0	42236000.0	2.2070825070518233e-07	42214000.0	42249000.0
189	1.0	42354000.0	4.20785344574894e-06	42311000.0	42399000.0
190	1.0	42463000.0	2.060920994987307e-07	42450000.0	42473000.0
191	1.0	42623000.0	4.132662525429756e-06	42603000.0	42649000.0
192	1.0	42822000.0	1.183185535344814e-05	42785000.0	42855000.0
193	1.0	42918000.0	4.233951225592211e-08	42906000.0	42927000.0
194	1.0	43216000.0	4.7577350006107625e-06	43094000.0	43283000.0
195	1.0	43429000.0	4.571239257748855e-06	43403000.0	43517000.0
196	1.0	43667000.0	8.075828620308545e-07	43645000.0	43689000.0
197	1.0	43834000.0	1.3525841056626712e-06	43812000.0	43858000.0
198	1.0	43937000.0	1.4760193317247658e-05	43905000.0	43969000.0
199	1.0	44114000.0	3.1413923204154377e-06	44087000.0	44141000.0
200	1.0	44395000.0	3.318994087757482e-06	44358000.0	44430000.0
201	1.0	44503000.0	8.998392120550801e-06	44465000.0	44578000.0
202	1.0	44631000.0	4.709040763945932e-09	44629000.0	44633000.0
203	1.0	44840000.0	7.063102977700405e-06	44804000.0	44872000.0
204	1.0	45080000.0	3.714788177570745e-06	45048000.0	45104000.0
205	1.0	45282000.0	5.015579728007749e-06	45161000.0	45341000.0
206	1.0	45462000.0	3.7422382454032805e-06	45433000.0	45506000.0
207	1.0	45758000.0	1.481900058373198e-07	45751000.0	45768000.0
208	1.0	45814000.0	5.802948935577284e-07	45794000.0	45854000.0
209	1.0	46021000.0	8.637125852801222e-06	45957000.0	46058000.0
210	1.0	46252000.0	1.0017882609398972e-05	46170000.0	46295000.0
211	1.0	46678000.0	8.054269903634898e-06	46561000.0	46718000.0
212	1.0	46803000.0	4.034480821572463e-06	46779000.0	46853000.0
213	1.0	47098000.0	9.780354113357316e-06	47060000.0	47150000.0
214	1.0	47205000.0	9.841460041723143e-07	47170000.0	47238000.0
215	1.0	47790000.0	3.700349522958657e-05	47655000.0	47833000.0
216	1.0	47899000.0	5.286267193020213e-07	47877000.0	47923000.0
217	1.0	48067000.0	3.2932097133308806e-08	48062000.0	48071000.0
218	1.0	48198000.0	1.41626398374379e-07	48186000.0	48210000.0
219	1.0	48455000.0	3.873011362608218e-07	48436000.0	48478000.0
220	1.0	48707000.0	6.555597879421944e-07	48661000.0	48728000.0
221	1.0	48945000.0	4.192846263201105e-05	48901000.0	48991000.0
222	1.0	49155000.0	4.806770502584226e-06	49107000.0	49190000.0
223	1.0	49346000.0	2.969495219642703e-07	49328000.0	49365000.0
224	1.0	49610000.0	9.699570073684231e-08	49604000.0	49616000.0
225	1.0	49754000.0	2.546610459962698e-07	49737000.0	49767000.0
226	1.0	49877000.0	4.726049323998386e-07	49825000.0	49903000.0
227	1.0	49925000.0	2.6208170654759756e-07	49912000.0	49935000.0
228	1.0	50022000.0	9.251589281411921e-07	49999000.0	50036000.0
229	1.0	50141000.0	1.7650870596164081e-06	50117000.0	50161000.0
230	1.0	50262000.0	4.3903382361032676e-07	50241000.0	50280000.0
231	1.0	50411000.0	1.126662908517295e-06	50396000.0	50425000.0
232	1.0	50549000.0	3.148601900686063e-09	50546000.0	50552000.0
233	1.0	50771000.0	2.702338827271917e-08	50766000.0	50777000.0
234	1.0	50851000.0	1.7369147265449265e-05	50801000.0	50918000.0
235	1.0	51331000.0	8.958621827613351e-08	51325000.0	51346000.0
236	1.0	51429000.0	1.3059462259489916e-05	51393000.0	51541000.0
237	1.0	51678000.0	2.1434318336898493e-06	51658000.0	51711000.0
238	1.0	51786000.0	4.34507553358704e-06	51754000.0	51812000.0
239	1.0	52045000.0	1.421988520909118e-05	51981000.0	52117000.0
240	1.0	52361000.0	6.008847421395323e-06	52324000.0	52401000.0
241	1.0	52469000.0	7.213113850259491e-06	52436000.0	52507000.0
242	1.0	52594000.0	5.755096835910446e-06	52559000.0	52655000.0
243	1.0	52698000.0	1.5774498831768943e-08	52695000.0	52702000.0
244	1.0	53028000.0	5.825186046733962e-06	52993000.0	53056000.0
245	1.0	53155000.0	1.4558607390356778e-05	53101000.0	53218000.0
246	1.0	53307000.0	9.364801920055484e-08	53301000.0	53316000.0
247	1.0	53605000.0	8.483027274709657e-07	53573000.0	53631000.0
248	1.0	53690000.0	3.7911529597820345e-06	53655000.0	53719000.0
249	1.0	53948000.0	3.3741966525709925e-06	53870000.0	53984000.0
250	1.0	54214000.0	1.7804479024302203e-05	54180000.0	54246000.0
251	1.0	54357000.0	5.69866481831168e-06	54301000.0	54396000.0
252	1.0	54648000.0	2.170308550827958e-06	54605000.0	54682000.0
253	1.0	54710000.0	1.748520633606427e-08	54706000.0	54716000.0
254	1.0	54879000.0	1.7030729852802031e-06	54848000.0	54928000.0
255	1.0	55217000.0	8.186179329807033e-07	55195000.0	55262000.0
256	1.0	55367000.0	1.2892454385832669e-05	55333000.0	55508000.0
257	1.0	55699000.0	1.8702570864303174e-05	55659000.0	55756000.0
258	1.0	55919000.0	5.400182108407348e-06	55895000.0	55948000.0
259	1.0	56185000.0	1.3619942055548925e-05	56128000.0	56229000.0
260	1.0	56319000.0	4.989278570941634e-08	56313000.0	56325000.0
261	1.0	56527000.0	2.1417843038823837e-07	56514000.0	56537000.0
262	1.0	56804000.0	8.981322686948542e-07	56749000.0	56827000.0
263	1.0	57098000.0	2.3920212421527194e-05	57031000.0	57145000.0
264	1.0	57210000.0	3.562467788222295e-07	57200000.0	57221000.0
265	1.0	57292000.0	3.102314702554802e-06	57273000.0	57330000.0
266	1.0	57598000.0	1.9798270788771296e-09	57592000.0	57606000.0
267	1.0	57661000.0	1.1648165220491311e-06	57611000.0	57687000.0
268	1.0	57945000.0	2.7175777732487996e-05	57853000.0	57987000.0
269	1.0	58317000.0	2.474978152061631e-05	58265000.0	58398000.0
270	1.0	58837000.0	1.684605447240363e-07	58809000.0	58854000.0
271	1.0	59033000.0	1.0984135384921844e-05	58991000.0	59078000.0
272	1.0	59209000.0	1.4681342811865228e-05	59153000.0	59262000.0
273	1.0	59322000.0	3.760009345381639e-07	59292000.0	59388000.0
274	1.0	59613000.0	9.330190304373807e-06	59554000.0	59650000.0
275	1.0	59757000.0	7.596662341255072e-06	59728000.0	59789000.0
276	1.0	60279000.0	9.850108116813602e-06	60159000.0	60314000.0
277	1.0	60427000.0	2.6029078681229237e-07	60406000.0	60445000.0
278	1.0	60741000.0	2.195015111314392e-05	60686000.0	60782000.0
279	1.0	61050000.0	4.3699132202004855e-06	60997000.0	61080000.0
280	1.0	61336000.0	6.678668523887522e-06	61308000.0	61370000.0
281	1.0	61540000.0	1.9620909294083844e-05	61403000.0	61600000.0
282	1.0	61965000.0	1.0734254414694479e-05	61913000.0	62000000.0
283	1.0	62200000.0	3.1187471441438694e-05	62152000.0	62254000.0
284	1.0	62318000.0	3.31416434769825e-09	62312000.0	62323000.0
285	1.0	62661000.0	1.022053415110294e-06	62609000.0	62690000.0
286	1.0	62798000.0	1.5780184502656925e-07	62786000.0	62817000.0
287	1.0	62883000.0	4.413947881641084e-06	62854000.0	62917000.0
288	1.0	63226000.0	2.8442070042275304e-05	63131000.0	63293000.0
289	1.0	63840000.0	1.4075488436660615e-06	63798000.0	63860000.0
290	1.0	64019000.0	1.485844104032701e-06	63977000.0	64058000.0
291	1.0	64195000.0	6.387664413778343e-06	64099000.0	64268000.0
292	1.0	64681000.0	8.125875836841199e-06	64633000.0	64714000.0
293	1.0	64748000.0	2.258088292776167e-07	64740000.0	64759000.0
294	1.0	64941000.0	8.928249029052616e-06	64904000.0	64988000.0
295	1.0	65194000.0	1.0586628272729037e-05	65152000.0	65235000.0
296	1.0	65438000.0	1.1011032527141211e-05	65385000.0	65557000.0
297	1.0	65714000.0	8.567825201082575e-06	65683000.0	65747000.0
298	1.0	65976000.0	1.4589257163747342e-06	65959000.0	65988000.0
299	1.0	66143000.0	2.996375313512549e-07	66128000.0	66158000.0
300	1.0	66279000.0	2.2267460498761728e-05	66226000.0	66329000.0
301	1.0	66739000.0	2.3396849874325735e-06	66714000.0	66784000.0
302	1.0	66906000.0	1.3761159953426746e-07	66891000.0	66915000.0
303	1.0	66998000.0	3.109735738813969e-05	66957000.0	67041000.0
304	1.0	67345000.0	5.3097618604727635e-06	67314000.0	67389000.0
305	1.0	67522000.0	5.570727858705479e-06	67494000.0	67618000.0
306	1.0	67900000.0	4.685527536722234e-07	67804000.0	67911000.0
307	1.0	68009000.0	2.1090750554348295e-06	67979000.0	68031000.0
308	1.0	68155000.0	6.8534429993625844e-06	68111000.0	68191000.0
309	1.0	68300000.0	1.561546652377694e-05	68271000.0	68402000.0
310	1.0	68530000.0	3.857859228101806e-07	68521000.0	68542000.0
311	1.0	68708000.0	2.871418482823017e-06	68674000.0	68738000.0
312	1.0	68798000.0	6.662935169262795e-06	68759000.0	68911000.0
313	1.0	68953000.0	3.2981778004849837e-07	68937000.0	68965000.0
314	1.0	69050000.0	1.7569742240831354e-06	69020000.0	69078000.0
315	1.0	69300000.0	2.2660282004832882e-08	69297000.0	69302000.0
316	1.0	69394000.0	1.22590150547621e-07	69385000.0	69404000.0
317	1.0	69508000.0	3.380463157418981e-08	69500000.0	69514000.0
318	1.0	69755000.0	1.3571117798617346e-06	69731000.0	69783000.0
319	1.0	70004000.0	2.7903786575098794e-08	69995000.0	70008000.0
320	1.0	70239000.0	1.3319262106322687e-06	70197000.0	70266000.0
321	1.0	70482000.0	1.702021776167645e-05	70433000.0	70540000.0
322	1.0	70585000.0	2.224007531238399e-09	70581000.0	70588000.0
323	1.0	70672000.0	8.573452310013939e-07	70658000.0	70689000.0
324	1.0	70840000.0	2.3809511661319106e-05	70795000.0	70888000.0
325	1.0	70975000.0	1.3362129866922173e-05	70936000.0	71010000.0
326	1.0	71557000.0	7.180761260882963e-06	71455000.0	71594000.0
327	1.0	71835000.0	3.83083503203209e-06	71784000.0	71922000.0
328	1.0	72010000.0	4.468507713689127e-08	72003000.0	72016000.0
329	1.0	72106000.0	1.9756581192997639e-07	72091000.0	72116000.0
330	1.0	72532000.0	9.028303761136074e-08	72522000.0	72541000.0
331	1.0	72729000.0	2.20912187650574e-06	72695000.0	72744000.0
332	1.0	72787000.0	1.3432976497130502e-07	72784000.0	72789000.0
333	1.0	72860000.0	3.6519496239291736e-07	72855000.0	72866000.0
334	1.0	72968000.0	1.912841181003792e-06	72945000.0	73015000.0
335	1.0	73106000.0	5.564057283122462e-06	73068000.0	73184000.0
336	1.0	73559000.0	7.348923639787732e-07	73514000.0	73584000.0
337	1.0	73714000.0	5.6248354681212005e-06	73684000.0	73764000.0
338	1.0	73861000.0	1.451263314432448e-07	73849000.0	73884000.0
339	1.0	73912000.0	6.465387855531182e-09	73905000.0	73914000.0
340	1.0	74128000.0	1.5266827141556587e-06	74053000.0	74153000.0
341	1.0	74240000.0	2.322298994955054e-07	74226000.0	74253000.0
342	1.0	74315000.0	6.905978605843172e-08	74301000.0	74337000.0
343	1.0	74420000.0	3.425439928215369e-07	74400000.0	74432000.0
344	1.0	74604000.0	2.217823700913618e-06	74572000.0	74654000.0
345	1.0	74712000.0	4.935571825561724e-07	74692000.0	74735000.0
346	1.0	75133000.0	9.373696206590996e-06	75070000.0	75195000.0
347	1.0	75249000.0	3.4863057726219714e-06	75223000.0	75291000.0
348	1.0	75523000.0	5.313891188491688e-07	75510000.0	75532000.0
349	1.0	75591000.0	1.621980342218935e-07	75583000.0	75596000.0
350	1.0	75732000.0	1.1568818588154347e-06	75716000.0	75751000.0
351	1.0	75959000.0	1.0586115501485203e-06	75940000.0	75979000.0
352	1.0	76072000.0	2.762942831118764e-07	76062000.0	76087000.0
353	1.0	76247000.0	3.599109442809336e-05	76134000.0	76318000.0
354	1.0	76439000.0	3.6778561890583575e-07	76424000.0	76457000.0
355	1.0	76530000.0	4.6668550819178205e-06	76494000.0	76566000.0
356	1.0	77165000.0	6.436281395607554e-07	77143000.0	77191000.0
357	1.0	77337000.0	3.36684822700381e-07	77280000.0	77367000.0
358	1.0	77735000.0	1.9564479014734936e-05	77633000.0	77790000.0
359	1.0	77904000.0	4.933466694555234e-09	77901000.0	77907000.0
360	1.0	78235000.0	3.059894563192766e-05	78139000.0	78277000.0
361	1.0	78564000.0	1.5071930414629208e-05	78519000.0	78600000.0
362	1.0	78727000.0	1.0122961113963319e-07	78718000.0	78745000.0
363	1.0	78749000.0	1.8460186816616643e-09	78746000.0	78751000.0
364	1.0	79148000.0	4.219398161444633e-06	79037000.0	79171000.0
365	1.0	79301000.0	4.171199154000417e-06	79274000.0	79352000.0
366	1.0	79494000.0	2.429347703850427e-06	79469000.0	79688000.0
367	1.0	79771000.0	5.3969446400752306e-08	79757000.0	79793000.0
368	1.0	79826000.0	4.877852244445776e-07	79806000.0	79845000.0
369	1.0	79968000.0	3.7862422592200496e-07	79958000.0	79979000.0
370	1.0	80113000.0	9.415153463166125e-07	80100000.0	80133000.0
371	1.0	80224000.0	8.266115045400826e-07	80200000.0	80240000.0
372	1.0	80379000.0	3.5023743306770773e-07	80349000.0	80400000.0
373	1.0	80520000.0	5.062868135661581e-06	80481000.0	80552000.0
374	1.0	80651000.0	6.92324130418094e-07	80640000.0	80666000.0
375	1.0	80828000.0	4.4769387670726746e-06	80802000.0	80894000.0
376	1.0	80973000.0	9.837826140991456e-09	80967000.0	80976000.0
377	1.0	81146000.0	3.668791417460171e-07	81133000.0	81155000.0
378	1.0	81257000.0	4.4701496750690946e-07	81242000.0	81302000.0
379	1.0	81337000.0	6.149323411607487e-07	81316000.0	81354000.0
380	1.0	81626000.0	1.6725097579115672e-05	81543000.0	81662000.0
381	1.0	82146000.0	3.213788452947284e-05	82097000.0	82295000.0
382	1.0	82483000.0	5.725433175557214e-06	82454000.0	82517000.0
383	1.0	82669000.0	6.364010797564622e-07	82657000.0	82681000.0
384	1.0	82775000.0	1.1445197299695266e-07	82769000.0	82780000.0
385	1.0	82846000.0	4.312394806755953e-06	82816000.0	82885000.0
386	1.0	83054000.0	3.299008054686237e-06	83011000.0	83072000.0
387	1.0	83155000.0	2.422847956343327e-06	83134000.0	83174000.0
388	1.0	83291000.0	1.8820429890496439e-06	83265000.0	83318000.0
389	1.0	83536000.0	1.1484726391466721e-07	83522000.0	83547000.0
390	1.0	83647000.0	6.849377897316139e-07	83634000.0	83673000.0
391	1.0	83786000.0	8.603126939510162e-07	83768000.0	83809000.0
392	1.0	83880000.0	2.634459926092438e-07	83866000.0	83892000.0
393	1.0	84010000.0	2.425472839063158e-07	84001000.0	84019000.0
394	1.0	84304000.0	9.998413800218148e-07	84274000.0	84322000.0
