	chr	pos	height	start	end
67	1.0	11984000.0	6.667593599031071e-05	11947000.0	12022000.0
68	1.0	12226000.0	3.352621976079637e-05	12188000.0	12279000.0
69	1.0	12306000.0	3.7066419117144245e-07	12291000.0	12315000.0
70	1.0	12494000.0	8.803328689896956e-07	12486000.0	12504000.0
71	1.0	12605000.0	2.0858118798944717e-05	12568000.0	12739000.0
72	1.0	13366000.0	9.62416055013125e-09	13361000.0	13371000.0
73	1.0	13500000.0	6.513348753016511e-09	13493000.0	13507000.0
74	1.0	13711000.0	7.111289839840102e-10	13708000.0	13714000.0
75	1.0	13719000.0	1.5826388447144425e-09	13717000.0	13721000.0
76	1.0	14047000.0	3.5411110287021517e-05	13987000.0	14082000.0
77	1.0	14156000.0	4.148639934097463e-06	14137000.0	14173000.0
78	1.0	14328000.0	5.189786494589586e-07	14320000.0	14342000.0
79	1.0	14374000.0	4.756129874880537e-07	14364000.0	14384000.0
80	1.0	14402000.0	2.393070692760198e-07	14394000.0	14413000.0
81	1.0	14450000.0	1.9012907704260551e-06	14427000.0	14470000.0
82	1.0	14596000.0	7.172695759993274e-06	14564000.0	14623000.0
83	1.0	14773000.0	5.9109966585781845e-05	14730000.0	14951000.0
84	1.0	15248000.0	8.526857515259393e-06	15220000.0	15273000.0
85	1.0	15462000.0	2.208219713694383e-06	15434000.0	15485000.0
86	1.0	15571000.0	2.4215098556091296e-06	15558000.0	15584000.0
87	1.0	15666000.0	1.6729186896479523e-05	15643000.0	15707000.0
88	1.0	15862000.0	1.4024233119576455e-05	15835000.0	15911000.0
89	1.0	15935000.0	3.120923756001031e-06	15913000.0	16018000.0
90	1.0	16161000.0	6.981179810206226e-05	16076000.0	16205000.0
91	1.0	16509000.0	4.785668984171781e-05	16470000.0	16559000.0
92	1.0	16686000.0	6.278907445312974e-05	16655000.0	16730000.0
93	1.0	16761000.0	1.4493092535548454e-06	16749000.0	16769000.0
94	1.0	16998000.0	1.4922714943262541e-05	16992000.0	17005000.0
95	1.0	17327000.0	2.0515997838132423e-05	17235000.0	17371000.0
96	1.0	17531000.0	6.728846115778811e-05	17494000.0	17590000.0
97	1.0	17621000.0	1.0191528840406057e-07	17616000.0	17629000.0
98	1.0	17792000.0	2.1247399334040965e-05	17762000.0	17909000.0
99	1.0	18096000.0	3.935443969015392e-06	18070000.0	18112000.0
100	1.0	18208000.0	9.629908558232487e-06	18187000.0	18275000.0
101	1.0	18888000.0	9.172891064048921e-07	18879000.0	18897000.0
102	1.0	18933000.0	2.40670386768976e-06	18915000.0	18953000.0
103	1.0	19257000.0	8.672612787881689e-06	19143000.0	19280000.0
104	1.0	19390000.0	1.5725097393582033e-07	19385000.0	19395000.0
105	1.0	19611000.0	5.6273419229653726e-05	19549000.0	19648000.0
106	1.0	19815000.0	2.0935411216012893e-05	19782000.0	19851000.0
107	1.0	19968000.0	3.053506377082798e-05	19911000.0	20012000.0
108	1.0	20200000.0	3.712432009660639e-05	20104000.0	20230000.0
109	1.0	20438000.0	7.712799633437811e-08	20432000.0	20443000.0
110	1.0	20756000.0	1.3096271651951965e-05	20733000.0	20782000.0
111	1.0	20925000.0	2.0650032180128463e-05	20883000.0	20958000.0
112	1.0	21036000.0	2.797780157124247e-05	21004000.0	21073000.0
113	1.0	21119000.0	5.166976480056366e-06	21088000.0	21143000.0
114	1.0	21448000.0	5.5007685176029646e-12	21447000.0	21449000.0
115	1.0	21514000.0	0.000224670331850149	21454000.0	21555000.0
116	1.0	21684000.0	3.481580835163357e-05	21639000.0	21717000.0
117	1.0	22119000.0	0.0001246458830779589	22084000.0	22153000.0
118	1.0	22268000.0	3.4922352700346524e-05	22244000.0	22293000.0
119	1.0	22378000.0	0.00012104331543534913	22344000.0	22410000.0
120	1.0	22484000.0	2.1684493302676407e-07	22477000.0	22491000.0
121	1.0	22767000.0	1.4926438129213333e-05	22740000.0	22789000.0
122	1.0	23031000.0	5.345529694761389e-05	22989000.0	23069000.0
123	1.0	23326000.0	2.05048638101115e-05	23275000.0	23363000.0
124	1.0	23513000.0	0.00019473774733862133	23470000.0	23551000.0
125	1.0	23706000.0	2.9754473522637676e-05	23661000.0	23747000.0
126	1.0	23892000.0	5.244607453758387e-05	23858000.0	23925000.0
127	1.0	24088000.0	7.234352722135921e-07	24080000.0	24100000.0
128	1.0	24333000.0	0.00010600697508978106	24290000.0	24372000.0
129	1.0	24598000.0	1.3714225001688347e-05	24569000.0	24625000.0
130	1.0	24811000.0	2.8686329580253243e-07	24798000.0	24828000.0
131	1.0	25056000.0	0.00010245066990338809	24971000.0	25110000.0
132	1.0	25282000.0	3.437361021030651e-07	25273000.0	25287000.0
133	1.0	25528000.0	1.0226037777814561e-05	25500000.0	25556000.0
134	1.0	25627000.0	1.1306240286907704e-08	25626000.0	25628000.0
135	1.0	25727000.0	1.49920484235101e-05	25690000.0	25751000.0
136	1.0	25872000.0	3.010639256371047e-06	25853000.0	25891000.0
137	1.0	25935000.0	1.0976149354911315e-06	25930000.0	25946000.0
138	1.0	26211000.0	3.374102879793184e-05	26179000.0	26260000.0
139	1.0	26335000.0	8.479870460972141e-06	26300000.0	26364000.0
140	1.0	26483000.0	1.2861204402369624e-06	26459000.0	26498000.0
141	1.0	26725000.0	1.4404232521040777e-05	26643000.0	26750000.0
142	1.0	26825000.0	2.4400798284292995e-05	26789000.0	26871000.0
143	1.0	27012000.0	1.7163066921644473e-05	26989000.0	27031000.0
144	1.0	27224000.0	1.684338986854806e-05	27123000.0	27257000.0
145	1.0	27331000.0	1.2407116241589262e-05	27303000.0	27356000.0
146	1.0	27677000.0	1.3612415219381797e-05	27640000.0	27713000.0
147	1.0	27834000.0	0.00011509388542491113	27797000.0	27866000.0
148	1.0	28075000.0	1.2260978094092143e-06	28061000.0	28091000.0
149	1.0	28189000.0	3.623607104030381e-05	28153000.0	28251000.0
150	1.0	28437000.0	2.460775059484561e-05	28407000.0	28466000.0
151	1.0	28580000.0	3.353397571068991e-05	28539000.0	28612000.0
152	1.0	28680000.0	5.004450450959791e-05	28647000.0	28721000.0
153	1.0	28892000.0	6.152510721274458e-06	28840000.0	28921000.0
154	1.0	29044000.0	1.6705148864301833e-05	28938000.0	29077000.0
155	1.0	29220000.0	1.9561365704483817e-05	29191000.0	29254000.0
156	1.0	29481000.0	2.338257477676026e-05	29429000.0	29601000.0
157	1.0	30073000.0	1.9462064914679478e-05	30060000.0	30106000.0
158	1.0	30196000.0	4.718106876357493e-06	30186000.0	30218000.0
159	1.0	30256000.0	4.252558318543324e-06	30237000.0	30281000.0
160	1.0	30362000.0	7.384496691419614e-08	30352000.0	30370000.0
161	1.0	30556000.0	1.4272310549934103e-06	30545000.0	30577000.0
162	1.0	30788000.0	7.865836036385337e-06	30767000.0	30808000.0
163	1.0	30908000.0	3.421782410217579e-07	30889000.0	30913000.0
164	1.0	30936000.0	1.3842776632050865e-08	30935000.0	30939000.0
165	1.0	30952000.0	2.0472679858789795e-08	30949000.0	30956000.0
166	1.0	31066000.0	4.730375633113943e-07	31055000.0	31075000.0
167	1.0	31176000.0	7.4952842650331275e-06	31149000.0	31206000.0
168	1.0	31284000.0	6.077176062182042e-05	31240000.0	31317000.0
169	1.0	31381000.0	3.3887926048893252e-06	31366000.0	31395000.0
170	1.0	31554000.0	2.416278843457746e-05	31518000.0	31594000.0
171	1.0	31635000.0	9.448746948748215e-06	31608000.0	31656000.0
172	1.0	31760000.0	1.856949319048606e-06	31746000.0	31783000.0
173	1.0	31877000.0	1.2527619042583181e-05	31851000.0	31900000.0
174	1.0	32158000.0	5.856828432236697e-05	32117000.0	32224000.0
175	1.0	32426000.0	2.6201409502898485e-05	32381000.0	32492000.0
176	1.0	32567000.0	1.2432473889702425e-05	32529000.0	32592000.0
177	1.0	32739000.0	4.9748963099050024e-08	32735000.0	32744000.0
178	1.0	32829000.0	1.2384445596294503e-05	32780000.0	32863000.0
179	1.0	33013000.0	1.4595691280752462e-06	32997000.0	33022000.0
180	1.0	33192000.0	0.00010297892612686383	33098000.0	33231000.0
181	1.0	33439000.0	1.2285404385540062e-05	33416000.0	33459000.0
182	1.0	33533000.0	7.391964041471969e-05	33496000.0	33571000.0
183	1.0	33758000.0	6.439728003716483e-09	33756000.0	33759000.0
184	1.0	33925000.0	0.00028369025140019576	33882000.0	33963000.0
185	1.0	34040000.0	7.7978767087915e-07	34033000.0	34050000.0
186	1.0	34132000.0	2.682038972254196e-06	34110000.0	34156000.0
187	1.0	34229000.0	5.488686599430408e-08	34224000.0	34234000.0
188	1.0	34624000.0	9.225722331862099e-06	34583000.0	34644000.0
189	1.0	34677000.0	2.374399634081232e-09	34676000.0	34679000.0
190	1.0	34715000.0	2.081187708368126e-06	34696000.0	34722000.0
191	1.0	35058000.0	2.9010460002826492e-06	35044000.0	35077000.0
192	1.0	35099000.0	8.315108767371322e-08	35086000.0	35108000.0
193	1.0	35222000.0	2.1110847953429624e-06	35206000.0	35231000.0
194	1.0	35316000.0	4.329681179479633e-06	35290000.0	35340000.0
195	1.0	35370000.0	1.017728083924034e-06	35351000.0	35402000.0
196	1.0	35518000.0	0.00013771749002857873	35481000.0	35554000.0
197	1.0	35673000.0	6.57119822991323e-05	35644000.0	35762000.0
198	1.0	36028000.0	4.544198232227492e-05	35993000.0	36067000.0
199	1.0	36121000.0	3.661113118230604e-06	36106000.0	36144000.0
200	1.0	36268000.0	3.1246209272311366e-06	36221000.0	36284000.0
201	1.0	36362000.0	3.936922575381076e-06	36311000.0	36382000.0
202	1.0	36680000.0	2.8429792804482604e-05	36526000.0	36706000.0
203	1.0	36877000.0	5.235097021839742e-05	36833000.0	36971000.0
204	1.0	37082000.0	9.411465443874795e-07	37065000.0	37103000.0
205	1.0	37202000.0	1.6683473820379559e-06	37186000.0	37215000.0
206	1.0	37816000.0	2.3359912087146553e-06	37790000.0	37834000.0
207	1.0	37911000.0	4.033847326172617e-06	37890000.0	37929000.0
208	1.0	37998000.0	4.1794048822981194e-05	37963000.0	38082000.0
209	1.0	38445000.0	8.810686032609608e-05	38358000.0	38504000.0
210	1.0	38895000.0	1.308966975983478e-05	38878000.0	38912000.0
211	1.0	39067000.0	4.872701999753024e-07	39059000.0	39077000.0
212	1.0	39416000.0	1.9925059563455462e-05	39299000.0	39468000.0
213	1.0	39561000.0	0.00019548829993610485	39523000.0	39618000.0
214	1.0	39977000.0	8.558656113297578e-06	39960000.0	39999000.0
215	1.0	40045000.0	9.247978382589566e-06	40021000.0	40068000.0
216	1.0	40362000.0	5.615190646640102e-05	40333000.0	40390000.0
217	1.0	40491000.0	2.4007783168985832e-05	40470000.0	40515000.0
218	1.0	40612000.0	1.3691614287900228e-05	40586000.0	40637000.0
219	1.0	40719000.0	0.0001221824061147223	40682000.0	40820000.0
220	1.0	41154000.0	1.158981875968673e-05	41132000.0	41179000.0
221	1.0	41252000.0	9.422864957345106e-10	41251000.0	41253000.0
222	1.0	41342000.0	6.720372307525244e-06	41321000.0	41363000.0
223	1.0	41436000.0	0.00011496006413224096	41399000.0	41467000.0
224	1.0	41567000.0	3.117185383298271e-05	41544000.0	41590000.0
225	1.0	41701000.0	7.025648748027843e-05	41670000.0	41740000.0
226	1.0	41950000.0	2.9219037676472432e-05	41918000.0	41992000.0
227	1.0	42134000.0	2.9151705193194437e-05	42112000.0	42166000.0
228	1.0	42362000.0	2.2727621952529613e-05	42311000.0	42393000.0
229	1.0	42465000.0	8.929286059743192e-06	42446000.0	42483000.0
230	1.0	42612000.0	1.888487665018675e-05	42599000.0	42640000.0
231	1.0	42822000.0	4.2414841513691904e-05	42787000.0	42854000.0
232	1.0	42945000.0	7.118978212114003e-06	42912000.0	42970000.0
233	1.0	43075000.0	3.2635396589788334e-07	43056000.0	43083000.0
234	1.0	43144000.0	1.649150430046255e-05	43090000.0	43170000.0
235	1.0	43188000.0	5.961129484620088e-07	43180000.0	43196000.0
236	1.0	43234000.0	8.67697257539971e-06	43206000.0	43251000.0
237	1.0	43270000.0	4.528555411444588e-06	43253000.0	43285000.0
238	1.0	43425000.0	5.4408250362469104e-05	43402000.0	43462000.0
239	1.0	43515000.0	3.463520593648257e-07	43510000.0	43527000.0
240	1.0	43653000.0	1.0394530414008583e-06	43642000.0	43667000.0
241	1.0	43838000.0	9.44678545327988e-06	43813000.0	43867000.0
242	1.0	43932000.0	9.570402963807546e-05	43893000.0	43966000.0
243	1.0	44114000.0	2.2046984466915806e-05	44095000.0	44137000.0
244	1.0	44398000.0	2.020343384876154e-05	44366000.0	44429000.0
245	1.0	44506000.0	6.184625306345054e-05	44469000.0	44603000.0
246	1.0	44631000.0	3.859243558350935e-08	44628000.0	44633000.0
247	1.0	44838000.0	4.2556618076456475e-05	44801000.0	44877000.0
248	1.0	44988000.0	5.778719103037464e-08	44984000.0	44993000.0
249	1.0	45080000.0	1.4876720618394071e-05	45055000.0	45104000.0
250	1.0	45268000.0	2.3180548168648787e-05	45163000.0	45342000.0
251	1.0	45463000.0	7.30329770206315e-05	45435000.0	45503000.0
252	1.0	45781000.0	4.028523755057287e-06	45734000.0	45800000.0
253	1.0	45848000.0	2.6786575690687396e-07	45832000.0	45856000.0
254	1.0	46023000.0	9.366583537501355e-05	45955000.0	46062000.0
255	1.0	46225000.0	0.00011042629581823088	46170000.0	46299000.0
256	1.0	46677000.0	5.906043436327454e-05	46560000.0	46718000.0
257	1.0	46817000.0	3.148315597305316e-05	46782000.0	46855000.0
258	1.0	47092000.0	4.1621258642236094e-05	47053000.0	47135000.0
259	1.0	47211000.0	3.989822842765674e-05	47167000.0	47244000.0
260	1.0	47359000.0	1.8089094229118316e-05	47342000.0	47370000.0
261	1.0	47670000.0	1.1962170972760265e-05	47642000.0	47705000.0
262	1.0	47790000.0	0.00022822861998936307	47742000.0	47831000.0
263	1.0	47906000.0	1.1498436211884502e-06	47895000.0	47942000.0
264	1.0	48103000.0	7.63314907659952e-06	48074000.0	48127000.0
265	1.0	48199000.0	8.408327939892604e-07	48181000.0	48208000.0
266	1.0	48464000.0	7.633571759833887e-06	48434000.0	48491000.0
267	1.0	48695000.0	6.244771759028155e-06	48664000.0	48709000.0
268	1.0	48944000.0	0.0001423567606074624	48897000.0	48993000.0
269	1.0	49163000.0	9.538700738320457e-06	49126000.0	49238000.0
270	1.0	49342000.0	2.3806964055094784e-06	49325000.0	49362000.0
271	1.0	49607000.0	7.670242651173125e-07	49592000.0	49614000.0
272	1.0	49757000.0	4.799191625465114e-06	49736000.0	49777000.0
273	1.0	49789000.0	2.298704808619158e-09	49788000.0	49791000.0
274	1.0	49827000.0	4.183335770633534e-08	49822000.0	49831000.0
275	1.0	49885000.0	7.561398340133529e-06	49853000.0	49909000.0
276	1.0	49927000.0	2.1382100491256435e-07	49922000.0	49930000.0
277	1.0	50020000.0	1.2033642293277614e-06	50001000.0	50031000.0
278	1.0	50141000.0	1.871855629425343e-05	50122000.0	50161000.0
279	1.0	50413000.0	7.192072736082928e-06	50395000.0	50442000.0
280	1.0	50503000.0	3.8002610770944704e-05	50470000.0	50543000.0
281	1.0	50772000.0	4.685847461779559e-08	50769000.0	50775000.0
282	1.0	50849000.0	5.841077773608891e-05	50813000.0	50924000.0
283	1.0	51054000.0	5.671825360699882e-07	51047000.0	51061000.0
284	1.0	51330000.0	1.9397001119774166e-05	51271000.0	51367000.0
285	1.0	51426000.0	6.270803178910291e-05	51393000.0	51452000.0
286	1.0	51505000.0	8.392420796674785e-05	51475000.0	51539000.0
287	1.0	51675000.0	2.949705451848312e-05	51649000.0	51713000.0
288	1.0	51789000.0	1.3902882823269991e-05	51765000.0	51810000.0
289	1.0	52046000.0	0.00011862891629613172	51984000.0	52108000.0
290	1.0	52158000.0	1.3079789315481175e-06	52149000.0	52176000.0
291	1.0	52360000.0	5.753095519863211e-05	52329000.0	52397000.0
292	1.0	52474000.0	4.522349498087244e-05	52444000.0	52511000.0
293	1.0	52595000.0	3.410049218237987e-05	52557000.0	52652000.0
294	1.0	52686000.0	1.4027871887248949e-06	52666000.0	52703000.0
295	1.0	53030000.0	3.965168904608135e-05	52995000.0	53060000.0
296	1.0	53166000.0	9.119679621978654e-05	53109000.0	53220000.0
297	1.0	53306000.0	1.7473299753680356e-06	53292000.0	53324000.0
298	1.0	53412000.0	2.8629556531163102e-06	53395000.0	53425000.0
299	1.0	53597000.0	7.2984004665964764e-06	53583000.0	53632000.0
300	1.0	53684000.0	9.914475888944718e-06	53656000.0	53703000.0
301	1.0	53934000.0	1.2877373685484068e-05	53881000.0	53964000.0
302	1.0	54215000.0	9.314754575947904e-05	54187000.0	54243000.0
303	1.0	54362000.0	2.9294633924527852e-05	54291000.0	54400000.0
304	1.0	54477000.0	2.61081945489865e-06	54461000.0	54491000.0
305	1.0	54652000.0	1.8430914350050746e-05	54608000.0	54682000.0
306	1.0	54883000.0	2.2163350172049395e-05	54843000.0	54935000.0
307	1.0	55018000.0	6.111632360528649e-06	54993000.0	55036000.0
308	1.0	55239000.0	6.578853559204674e-06	55190000.0	55267000.0
309	1.0	55374000.0	9.574048865828395e-05	55337000.0	55429000.0
310	1.0	55497000.0	9.983411110034315e-08	55491000.0	55506000.0
311	1.0	55700000.0	0.00013744950591156654	55652000.0	55743000.0
312	1.0	55811000.0	1.1354846072651591e-08	55809000.0	55813000.0
313	1.0	55922000.0	1.7575207495562362e-05	55906000.0	55951000.0
314	1.0	56118000.0	4.228869632249093e-07	56109000.0	56130000.0
315	1.0	56191000.0	2.205738246531577e-05	56147000.0	56222000.0
316	1.0	56316000.0	6.0786832642836554e-06	56299000.0	56334000.0
317	1.0	56521000.0	2.269498252734295e-06	56498000.0	56533000.0
318	1.0	56590000.0	8.516229099741802e-08	56587000.0	56593000.0
319	1.0	56807000.0	2.9030629981781603e-06	56795000.0	56823000.0
320	1.0	56947000.0	3.339254294761639e-07	56941000.0	56956000.0
321	1.0	57098000.0	0.00013001034723066345	57054000.0	57143000.0
322	1.0	57291000.0	9.960245082580257e-06	57274000.0	57331000.0
323	1.0	57614000.0	2.3317760144465284e-07	57603000.0	57625000.0
324	1.0	57678000.0	4.6957454470023743e-07	57669000.0	57688000.0
325	1.0	57945000.0	9.165610605380193e-05	57856000.0	57986000.0
326	1.0	58314000.0	7.96256825682839e-05	58275000.0	58373000.0
327	1.0	58734000.0	2.8099665656050668e-08	58728000.0	58743000.0
328	1.0	58793000.0	2.2669041986090842e-07	58787000.0	58801000.0
329	1.0	58905000.0	3.72283658822368e-08	58902000.0	58908000.0
330	1.0	59033000.0	0.00011310781505086328	58992000.0	59077000.0
331	1.0	59212000.0	0.00010569376006176871	59159000.0	59255000.0
332	1.0	59320000.0	3.3598665801371458e-06	59296000.0	59339000.0
333	1.0	59370000.0	3.8873247460633255e-09	59368000.0	59371000.0
334	1.0	59598000.0	4.0578993010445766e-05	59558000.0	59639000.0
335	1.0	59760000.0	5.1558333509067866e-05	59731000.0	59786000.0
336	1.0	59848000.0	4.5017999360744735e-07	59831000.0	59870000.0
337	1.0	60102000.0	1.213698354982029e-06	60088000.0	60119000.0
338	1.0	60184000.0	2.4133797345468115e-05	60163000.0	60211000.0
339	1.0	60282000.0	8.936792443186794e-05	60229000.0	60311000.0
340	1.0	60433000.0	7.302615345268105e-06	60394000.0	60458000.0
341	1.0	60738000.0	5.0956787848873364e-05	60699000.0	60781000.0
342	1.0	61002000.0	6.063413317410663e-06	60975000.0	61084000.0
343	1.0	61245000.0	5.3582521283871975e-09	61243000.0	61246000.0
344	1.0	61340000.0	2.56979755085662e-05	61313000.0	61386000.0
345	1.0	61535000.0	0.00010947885974323972	61415000.0	61590000.0
346	1.0	61970000.0	5.317338036298647e-05	61924000.0	62001000.0
347	1.0	62116000.0	3.2355448809091907e-07	62102000.0	62126000.0
348	1.0	62201000.0	0.00020548073993404233	62152000.0	62244000.0
349	1.0	62654000.0	1.0770375779018811e-05	62604000.0	62689000.0
350	1.0	62787000.0	9.109116343799792e-08	62783000.0	62792000.0
351	1.0	62875000.0	1.9373410252523406e-05	62849000.0	62901000.0
352	1.0	63227000.0	0.00019853953287480186	63127000.0	63284000.0
353	1.0	63598000.0	1.5480886662560833e-07	63589000.0	63605000.0
354	1.0	63829000.0	1.4463840774089644e-05	63767000.0	63857000.0
355	1.0	63996000.0	6.744689877468268e-06	63965000.0	64022000.0
356	1.0	64056000.0	2.5739374866879503e-06	64039000.0	64078000.0
357	1.0	64198000.0	7.358056391978051e-05	64136000.0	64250000.0
358	1.0	64286000.0	7.998352481989592e-08	64281000.0	64291000.0
359	1.0	64682000.0	2.2489597398337373e-05	64640000.0	64713000.0
360	1.0	64767000.0	3.642712235879612e-07	64757000.0	64774000.0
361	1.0	64808000.0	4.334336049997384e-08	64805000.0	64810000.0
362	1.0	64941000.0	3.3902437617828776e-05	64904000.0	64991000.0
363	1.0	65198000.0	3.46579222446623e-05	65159000.0	65240000.0
364	1.0	65442000.0	9.388420959595421e-05	65390000.0	65561000.0
365	1.0	65626000.0	6.085600991863735e-08	65621000.0	65630000.0
366	1.0	65714000.0	3.5750798874713575e-05	65688000.0	65737000.0
367	1.0	65983000.0	2.356927323753367e-05	65958000.0	66006000.0
368	1.0	66154000.0	7.803978069038916e-06	66129000.0	66172000.0
369	1.0	66280000.0	0.00015507572233186486	66234000.0	66330000.0
370	1.0	66729000.0	5.938733235320378e-06	66711000.0	66786000.0
371	1.0	66886000.0	1.3046377258150036e-05	66859000.0	66914000.0
372	1.0	67004000.0	0.0001968137669501942	66964000.0	67042000.0
373	1.0	67341000.0	5.5204797854369305e-05	67315000.0	67391000.0
374	1.0	67515000.0	2.5950381977920987e-05	67493000.0	67558000.0
375	1.0	67602000.0	1.7304020086025137e-05	67560000.0	67628000.0
376	1.0	67852000.0	1.90761531851832e-06	67825000.0	67925000.0
377	1.0	68010000.0	1.1705263695488995e-05	67977000.0	68041000.0
378	1.0	68154000.0	1.8512424576696864e-05	68117000.0	68197000.0
379	1.0	68301000.0	0.00011248550782069465	68271000.0	68380000.0
380	1.0	68434000.0	5.337204964977103e-07	68426000.0	68443000.0
381	1.0	68531000.0	1.2640052694415774e-05	68518000.0	68543000.0
382	1.0	68791000.0	3.5359767647877215e-05	68675000.0	68820000.0
383	1.0	68862000.0	1.2064573484465938e-05	68844000.0	68890000.0
384	1.0	69046000.0	2.499977218800162e-05	68983000.0	69074000.0
385	1.0	69298000.0	1.105531805346161e-05	69260000.0	69316000.0
386	1.0	69505000.0	5.237109426256704e-07	69496000.0	69516000.0
387	1.0	69628000.0	3.479242787196151e-07	69623000.0	69634000.0
388	1.0	69757000.0	2.2803126489843442e-05	69730000.0	69784000.0
389	1.0	70030000.0	8.093574962954321e-07	70004000.0	70063000.0
390	1.0	70244000.0	1.2923592309490293e-05	70221000.0	70272000.0
391	1.0	70366000.0	2.6431211700013756e-07	70361000.0	70370000.0
392	1.0	70471000.0	6.100159605468507e-05	70432000.0	70540000.0
393	1.0	70669000.0	2.603111934100363e-05	70648000.0	70695000.0
394	1.0	70840000.0	0.00010272928654421812	70792000.0	70890000.0
395	1.0	70979000.0	6.136322515407491e-05	70943000.0	71015000.0
